cart_item_id,cart_id,product_id,order_amt
6289,2015,42,3
6290,2015,97,3
6291,2016,119,3
6292,2016,44,1
6293,2016,97,1
6294,2016,111,3
6295,2017,111,1
6296,2017,106,2
6297,2017,69,2
6298,2017,5,3
6299,2018,115,3
6300,2018,18,3
6301,2018,27,1
6302,2018,63,3
6303,2019,102,2
6304,2019,142,2
6305,2019,40,2
6306,2019,97,2
6307,2020,47,1
6308,2020,97,3
6309,2020,45,1
6310,2020,116,1
6311,2021,136,1
6312,2021,120,2
6313,2021,101,1
6314,2021,46,2
6315,2021,5,3
6316,2022,82,3
6317,2022,97,2
6318,2022,116,2
6319,2022,128,1
6320,2023,10,2
6321,2023,12,3
6322,2023,73,1
6323,2023,120,1
6324,2024,103,2
6325,2024,114,3
6326,2024,7,3
6327,2024,15,2
6328,2025,93,2
6329,2025,95,3
6330,2026,52,2
6331,2026,76,1
6332,2027,92,3
6333,2027,148,1
6334,2028,5,3
6335,2028,130,2
6336,2029,24,2
6337,2029,97,1
6338,2030,133,3
6339,2030,97,2
6340,2031,147,2
6341,2031,127,1
6342,2032,24,3
6343,2032,97,3
6344,2032,117,1
6345,2032,139,2
6346,2033,30,3
6347,2033,111,1
6348,2034,50,2
6349,2034,73,3
6350,2034,114,3
6351,2035,21,3
6352,2035,24,1
6353,2035,92,3
6354,2036,129,1
6355,2036,67,1
6356,2036,5,2
6357,2036,64,2
6358,2037,36,1
6359,2037,85,3
6360,2037,97,1
6361,2037,98,1
6362,2038,106,2
6363,2038,24,2
6364,2038,31,1
6365,2038,38,2
6366,2039,129,3
6367,2039,114,3
6368,2039,65,2
6369,2039,5,3
6370,2040,4,1
6371,2040,35,1
6372,2040,40,1
6373,2040,79,1
6374,2040,105,2
6375,2041,5,1
6376,2041,45,2
6377,2041,81,1
6378,2041,102,2
6379,2042,24,2
6380,2042,97,3
6381,2043,148,1
6382,2043,114,1
6383,2043,5,2
6384,2043,64,1
6385,2043,92,2
6386,2044,14,1
6387,2044,16,3
6388,2044,93,1
6389,2045,6,1
6390,2045,25,3
6391,2046,50,1
6392,2046,59,3
6393,2046,123,3
6394,2047,106,1
6395,2047,65,3
6396,2047,33,1
6397,2047,90,2
6398,2048,16,1
6399,2048,33,2
6400,2048,37,2
6401,2048,97,1
6402,2049,96,3
6403,2049,97,3
6404,2049,126,2
6405,2050,50,2
6406,2050,5,1
6407,2050,10,1
6408,2050,108,1
6409,2051,146,2
6410,2051,125,2
6411,2051,24,2
6412,2051,28,3
6413,2052,43,3
6414,2052,97,3
6415,2053,145,2
6416,2053,5,3
6417,2053,113,1
6418,2054,31,2
6419,2054,33,2
6420,2054,14,3
6421,2054,65,1
6422,2055,147,1
6423,2055,115,1
6424,2055,65,2
6425,2055,51,2
6426,2055,24,3
6427,2056,7,1
6428,2056,59,3
6429,2056,65,1
6430,2056,126,1
6431,2057,13,2
6432,2057,24,3
6433,2057,25,2
6434,2058,10,3
6435,2058,24,3
6436,2059,124,2
6437,2059,46,1
6438,2059,5,1
6439,2060,97,2
6440,2060,99,3
6441,2060,116,2
6442,2061,72,3
6443,2061,80,1
6444,2061,97,1
6445,2062,63,1
6446,2062,79,1
6447,2062,91,1
6448,2062,120,1
6449,2063,139,2
6450,2063,34,3
6451,2063,24,2
6452,2063,27,3
6453,2064,27,1
6454,2064,63,1
6455,2064,136,2
6456,2065,6,1
6457,2065,102,1
6458,2065,119,2
6459,2066,132,2
6460,2066,24,3
6461,2066,36,1
6462,2066,124,1
6463,2066,139,3
6464,2067,106,3
6465,2067,74,1
6466,2068,12,1
6467,2068,34,1
6468,2068,36,2
6469,2068,39,1
6470,2068,129,2
6471,2068,147,1
6472,2069,94,3
6473,2069,143,2
6474,2070,114,1
6475,2070,117,3
6476,2070,31,1
6477,2070,53,1
6478,2071,151,1
6479,2071,137,1
6480,2071,92,1
6481,2071,38,2
6482,2072,66,2
6483,2072,80,3
6484,2072,101,2
6485,2072,119,2
6486,2073,30,2
6487,2073,54,3
6488,2073,119,3
6489,2073,125,3
6490,2074,47,3
6491,2074,75,1
6492,2074,33,3
6493,2074,39,1
6494,2075,13,3
6495,2075,46,2
6496,2075,52,3
6497,2075,68,3
6498,2076,6,3
6499,2076,9,1
6500,2076,98,1
6501,2076,119,3
6502,2076,127,1
6503,2077,47,2
6504,2077,58,3
6505,2078,152,1
6506,2078,61,2
6507,2078,38,1
6508,2078,5,3
6509,2079,13,3
6510,2079,62,3
6511,2079,72,2
6512,2079,97,1
6513,2080,9,2
6514,2080,25,2
6515,2080,94,1
6516,2080,123,3
6517,2081,124,3
6518,2081,147,1
6519,2081,37,1
6520,2081,62,3
6521,2082,39,1
6522,2082,65,3
6523,2082,70,3
6524,2082,140,2
6525,2082,152,3
6526,2083,8,3
6527,2083,90,1
6528,2083,115,3
6529,2083,152,1
6530,2084,107,1
6531,2084,14,3
6532,2084,99,3
6533,2084,123,3
6534,2085,109,2
6535,2085,47,1
6536,2085,94,1
6537,2085,31,2
6538,2085,36,2
6539,2085,5,3
6540,2086,85,2
6541,2086,117,3
6542,2087,76,2
6543,2087,143,3
6544,2087,145,3
6545,2088,64,1
6546,2088,67,2
6547,2088,74,3
6548,2088,83,2
6549,2089,150,2
6550,2089,102,1
6551,2089,75,1
6552,2089,60,2
6553,2090,19,1
6554,2090,34,3
6555,2090,91,1
6556,2090,92,3
6557,2090,147,1
6558,2090,151,3
6559,2091,78,2
6560,2091,118,2
6561,2092,30,1
6562,2092,35,3
6563,2092,58,3
6564,2093,76,1
6565,2093,54,2
6566,2094,24,1
6567,2094,28,1
6568,2094,101,1
6569,2094,133,3
6570,2095,17,3
6571,2095,118,3
6572,2096,8,1
6573,2096,72,2
6574,2096,136,1
6575,2097,3,2
6576,2097,11,2
6577,2097,108,1
6578,2098,119,2
6579,2098,53,2
6580,2098,5,2
6581,2098,19,3
6582,2099,24,1
6583,2099,40,3
6584,2099,132,2
6585,2100,5,3
6586,2100,33,3
6587,2100,113,1
6588,2101,6,2
6589,2101,110,1
6590,2102,119,3
6591,2102,60,3
6592,2102,5,2
6593,2102,2,3
6594,2103,4,2
6595,2103,24,1
6596,2103,71,1
6597,2104,24,2
6598,2104,89,3
6599,2104,119,2
6600,2105,5,3
6601,2105,19,2
6602,2105,24,1
6603,2105,95,1
6604,2106,100,3
6605,2106,82,2
6606,2106,72,2
6607,2106,39,1
6608,2107,6,3
6609,2107,55,1
6610,2107,138,1
6611,2108,40,3
6612,2108,76,2
6613,2108,117,3
6614,2108,122,1
6615,2109,5,2
6616,2109,19,2
6617,2109,23,3
6618,2110,144,2
6619,2110,32,3
6620,2111,123,2
6621,2111,144,1
6622,2112,33,3
6623,2112,80,1
6624,2112,95,3
6625,2112,107,1
6626,2113,33,3
6627,2113,39,2
6628,2113,109,2
6629,2113,111,1
6630,2114,24,3
6631,2114,16,3
6632,2115,142,1
6633,2115,85,3
6634,2115,11,2
6635,2115,70,3
6636,2116,24,2
6637,2116,102,3
6638,2117,56,1
6639,2117,126,3
6640,2118,102,3
6641,2118,63,3
6642,2118,83,2
6643,2118,119,3
6644,2119,139,3
6645,2119,42,3
6646,2120,97,3
6647,2120,122,2
6648,2120,27,3
6649,2120,88,3
6650,2121,128,1
6651,2121,133,3
6652,2121,147,2
6653,2122,5,1
6654,2122,38,1
6655,2122,50,3
6656,2122,75,1
6657,2123,25,2
6658,2123,77,2
6659,2123,99,2
6660,2123,118,3
6661,2124,63,2
6662,2124,43,2
6663,2125,21,1
6664,2125,42,2
6665,2125,109,2
6666,2126,5,2
6667,2126,54,2
6668,2126,65,2
6669,2126,111,2
6670,2127,106,1
6671,2127,24,3
6672,2127,53,3
6673,2127,97,1
6674,2128,72,2
6675,2128,117,2
6676,2128,2,3
6677,2129,24,3
6678,2129,73,2
6679,2129,97,1
6680,2130,32,1
6681,2130,150,2
6682,2131,13,2
6683,2131,24,3
6684,2131,78,2
6685,2131,143,1
6686,2132,5,2
6687,2132,27,2
6688,2133,9,1
6689,2133,118,1
6690,2133,5,3
6691,2134,18,1
6692,2134,130,3
6693,2135,19,3
6694,2135,33,3
6695,2135,122,3
6696,2136,19,3
6697,2136,24,1
6698,2136,117,1
6699,2136,119,3
6700,2137,72,2
6701,2137,103,2
6702,2138,21,3
6703,2138,85,3
6704,2138,137,2
6705,2139,104,1
6706,2139,5,1
6707,2140,62,3
6708,2140,97,3
6709,2140,144,3
6710,2140,145,1
6711,2141,82,2
6712,2141,86,1
6713,2141,91,3
6714,2141,99,1
6715,2142,21,2
6716,2142,117,3
6717,2142,119,3
6718,2143,120,3
6719,2143,27,2
6720,2143,20,2
6721,2144,33,1
6722,2144,65,3
6723,2145,8,3
6724,2145,59,2
6725,2145,74,2
6726,2145,101,1
6727,2146,62,2
6728,2146,88,1
6729,2146,99,2
6730,2147,6,2
6731,2147,119,2
6732,2148,109,2
6733,2148,133,3
6734,2148,5,3
6735,2149,6,2
6736,2149,18,3
6737,2149,70,3
6738,2149,74,3
6739,2150,64,1
6740,2150,135,3
6741,2151,1,2
6742,2151,69,2
6743,2151,107,3
6744,2152,87,2
6745,2152,15,1
6746,2152,38,1
6747,2152,136,3
6748,2153,143,3
6749,2153,80,2
6750,2153,131,3
6751,2154,12,3
6752,2154,75,1
6753,2154,97,1
6754,2154,147,3
6755,2155,68,1
6756,2155,5,2
6757,2155,36,2
6758,2155,62,1
6759,2156,59,2
6760,2156,90,1
6761,2156,53,2
6762,2157,37,2
6763,2157,25,1
6764,2157,10,2
6765,2158,27,2
6766,2158,62,2
6767,2158,77,1
6768,2159,137,1
6769,2159,140,1
6770,2160,62,2
6771,2160,97,3
6772,2161,5,3
6773,2161,65,2
6774,2161,68,1
6775,2161,82,3
6776,2162,97,2
6777,2162,73,3
6778,2162,14,1
6779,2163,13,3
6780,2163,97,2
6781,2164,33,1
6782,2164,41,1
6783,2164,76,2
6784,2165,4,2
6785,2165,57,2
6786,2165,98,2
6787,2165,107,2
6788,2166,49,2
6789,2166,116,1
6790,2167,135,3
6791,2167,13,3
6792,2167,19,2
6793,2168,54,2
6794,2168,108,2
6795,2169,111,3
6796,2169,119,2
6797,2170,91,1
6798,2170,139,3
6799,2170,150,1
6800,2171,140,3
6801,2171,15,2
6802,2171,120,1
6803,2172,91,1
6804,2172,37,2
6805,2172,28,1
6806,2172,5,1
6807,2173,63,1
6808,2173,143,1
6809,2173,147,3
6810,2174,82,2
6811,2174,29,1
6812,2174,72,3
6813,2174,132,3
6814,2175,127,1
6815,2175,28,2
6816,2176,119,2
6817,2176,34,1
6818,2176,18,3
6819,2177,33,1
6820,2177,46,3
6821,2177,105,2
6822,2178,4,1
6823,2178,90,1
6824,2179,36,3
6825,2179,114,1
6826,2180,72,1
6827,2180,115,3
6828,2180,126,3
6829,2181,13,2
6830,2181,97,1
6831,2182,50,2
6832,2182,1,2
6833,2182,42,3
6834,2183,54,2
6835,2183,108,2
6836,2184,31,2
6837,2184,75,3
6838,2185,5,2
6839,2185,64,1
6840,2185,73,3
6841,2185,117,2
6842,2186,34,2
6843,2186,82,3
6844,2187,89,1
6845,2187,82,2
6846,2187,5,1
6847,2187,44,3
6848,2188,24,1
6849,2188,56,3
6850,2189,32,3
6851,2189,45,1
6852,2189,119,1
6853,2189,136,3
6854,2190,135,2
6855,2190,72,3
6856,2190,94,3
6857,2190,129,1
6858,2191,118,2
6859,2191,111,2
6860,2192,4,3
6861,2192,55,3
6862,2193,32,2
6863,2193,65,2
6864,2194,83,3
6865,2194,46,2
6866,2194,57,2
6867,2195,141,2
6868,2195,144,1
6869,2195,64,2
6870,2195,66,2
6871,2196,23,1
6872,2196,140,3
6873,2196,10,2
6874,2196,11,1
6875,2197,65,3
6876,2197,76,2
6877,2197,102,1
6878,2197,141,3
6879,2198,41,3
6880,2198,47,2
6881,2198,122,3
6882,2199,51,2
6883,2199,56,1
6884,2199,79,2
6885,2199,149,2
6886,2200,123,3
6887,2200,102,3
6888,2200,2,3
6889,2200,93,2
6890,2201,55,1
6891,2201,145,2
6892,2202,100,1
6893,2202,138,3
6894,2202,151,3
6895,2203,78,3
6896,2203,1,3
6897,2203,24,3
6898,2203,42,3
6899,2204,97,2
6900,2204,42,2
6901,2204,24,1
6902,2205,6,3
6903,2205,20,2
6904,2205,72,1
6905,2206,86,3
6906,2206,100,2
6907,2207,9,1
6908,2207,97,1
6909,2207,102,2
6910,2207,105,3
6911,2208,42,3
6912,2208,67,1
6913,2209,133,2
6914,2209,24,3
6915,2210,20,3
6916,2210,119,1
6917,2211,4,1
6918,2211,27,2
6919,2211,46,3
6920,2212,29,3
6921,2212,117,2
6922,2212,128,3
6923,2213,33,2
6924,2213,55,2
6925,2213,95,2
6926,2214,24,2
6927,2214,97,1
6928,2215,87,2
6929,2215,24,1
6930,2216,8,1
6931,2216,72,2
6932,2216,97,3
6933,2217,41,1
6934,2217,46,2
6935,2217,148,1
6936,2218,5,2
6937,2218,33,1
6938,2218,68,1
6939,2218,84,2
6940,2219,7,3
6941,2219,39,3
6942,2219,80,3
6943,2220,22,3
6944,2220,17,1
6945,2221,13,3
6946,2221,133,1
6947,2222,76,2
6948,2222,80,3
6949,2222,110,2
6950,2223,24,2
6951,2223,40,2
6952,2223,46,2
6953,2223,80,3
6954,2224,101,1
6955,2224,123,3
6956,2224,109,1
6957,2225,141,1
6958,2225,131,3
6959,2226,78,3
6960,2226,116,1
6961,2226,135,2
6962,2226,144,2
6963,2227,72,2
6964,2227,82,3
6965,2227,87,2
6966,2228,59,3
6967,2228,78,2
6968,2228,91,3
6969,2229,84,3
6970,2229,53,2
6971,2230,44,3
6972,2230,62,1
6973,2231,10,2
6974,2231,17,2
6975,2231,104,1
6976,2232,24,2
6977,2232,33,1
6978,2233,124,1
6979,2233,31,3
6980,2233,73,2
6981,2233,97,2
6982,2234,97,2
6983,2234,117,1
6984,2234,40,3
6985,2235,117,3
6986,2235,140,2
6987,2235,39,3
6988,2235,107,2
6989,2236,110,3
6990,2236,119,2
6991,2236,120,2
6992,2237,13,2
6993,2237,65,3
6994,2237,111,2
6995,2238,24,3
6996,2238,123,3
6997,2238,128,3
6998,2239,101,3
6999,2239,89,3
7000,2239,80,3
7001,2239,8,2
7002,2240,34,1
7003,2240,85,1
7004,2241,42,1
7005,2241,65,3
7006,2242,10,2
7007,2242,60,3
7008,2242,81,3
7009,2243,25,3
7010,2243,92,2
7011,2243,134,2
7012,2244,128,1
7013,2244,118,1
7014,2244,40,1
7015,2244,78,1
7016,2245,2,3
7017,2245,76,1
7018,2245,140,2
7019,2246,65,3
7020,2246,97,1
7021,2247,13,2
7022,2247,95,2
7023,2247,97,1
7024,2247,138,3
7025,2248,93,2
7026,2248,36,1
7027,2248,8,3
7028,2248,2,3
7029,2249,13,1
7030,2249,32,2
7031,2249,143,3
7032,2250,16,3
7033,2250,24,1
7034,2250,41,2
7035,2250,97,3
7036,2251,19,1
7037,2251,83,3
7038,2251,88,3
7039,2252,38,2
7040,2252,98,3
7041,2252,6,3
7042,2253,131,1
7043,2253,47,1
7044,2253,116,3
7045,2254,22,2
7046,2254,117,1
7047,2254,125,1
7048,2255,36,2
7049,2255,50,1
7050,2255,58,1
7051,2256,6,2
7052,2256,18,1
7053,2256,65,3
7054,2256,129,2
7055,2257,56,1
7056,2257,93,1
7057,2257,48,1
7058,2258,56,1
7059,2258,80,1
7060,2259,24,1
7061,2259,97,1
7062,2259,103,3
7063,2260,46,3
7064,2260,63,2
7065,2260,90,2
7066,2261,35,2
7067,2261,67,1
7068,2262,146,3
7069,2262,3,3
7070,2262,72,3
7071,2263,151,3
7072,2263,88,1
7073,2264,89,3
7074,2264,119,3
7075,2264,144,2
7076,2265,59,1
7077,2265,60,1
7078,2266,25,3
7079,2266,61,1
7080,2266,62,1
7081,2266,151,1
7082,2267,134,2
7083,2267,24,3
7084,2268,24,2
7085,2268,35,2
7086,2268,68,1
7087,2269,71,2
7088,2269,80,1
7089,2269,126,3
7090,2270,9,3
7091,2270,20,3
7092,2271,104,1
7093,2271,74,1
7094,2272,97,3
7095,2272,127,1
7096,2272,24,2
7097,2272,96,3
7098,2273,17,3
7099,2273,148,3
7100,2273,5,2
7101,2274,5,1
7102,2274,24,2
7103,2274,72,2
7104,2275,31,3
7105,2275,32,3
7106,2275,101,2
7107,2276,31,2
7108,2276,33,1
7109,2276,39,3
7110,2276,103,2
7111,2277,24,2
7112,2277,57,3
7113,2277,117,1
7114,2278,119,2
7115,2278,103,3
7116,2278,17,2
7117,2278,33,1
7118,2279,63,1
7119,2279,97,1
7120,2279,119,1
7121,2279,127,1
7122,2280,5,3
7123,2280,32,1
7124,2281,129,2
7125,2281,71,1
7126,2281,74,1
7127,2281,90,1
7128,2282,133,1
7129,2282,48,3
7130,2282,65,3
7131,2283,58,2
7132,2283,81,3
7133,2283,146,1
7134,2283,150,3
7135,2284,24,2
7136,2284,49,1
7137,2284,122,2
7138,2285,24,3
7139,2285,97,2
7140,2285,142,1
7141,2286,81,3
7142,2286,148,2
7143,2287,97,2
7144,2287,13,2
7145,2287,72,3
7146,2288,3,1
7147,2288,10,3
7148,2288,75,1
7149,2288,117,2
7150,2289,104,3
7151,2289,68,2
7152,2289,70,1
7153,2289,111,1
7154,2290,27,1
7155,2290,10,2
7156,2291,141,3
7157,2291,134,1
7158,2292,50,2
7159,2292,54,2
7160,2292,131,3
7161,2293,64,3
7162,2293,97,2
7163,2293,118,2
7164,2294,25,3
7165,2294,72,1
7166,2294,148,2
7167,2295,104,3
7168,2295,144,3
7169,2296,138,3
7170,2296,113,3
7171,2296,17,3
7172,2297,1,3
7173,2297,73,1
7174,2298,33,3
7175,2298,65,3
7176,2298,99,1
7177,2298,117,1
7178,2299,65,2
7179,2299,115,1
7180,2300,17,1
7181,2300,61,3
7182,2300,86,2
7183,2301,111,3
7184,2301,93,1
7185,2302,18,2
7186,2302,112,1
7187,2302,135,2
7188,2303,24,1
7189,2303,143,2
7190,2304,65,1
7191,2304,107,2
7192,2304,109,3
7193,2304,152,1
7194,2305,80,3
7195,2305,46,1
7196,2305,74,3
7197,2306,61,2
7198,2306,25,2
7199,2307,55,1
7200,2307,107,1
7201,2308,65,1
7202,2308,118,3
7203,2309,13,2
7204,2309,55,3
7205,2309,97,3
7206,2309,129,3
7207,2310,67,3
7208,2310,86,2
7209,2310,119,1
7210,2311,4,2
7211,2311,33,3
7212,2312,47,3
7213,2312,91,3
7214,2313,43,3
7215,2313,104,2
7216,2314,122,2
7217,2314,41,3
7218,2315,17,3
7219,2315,111,1
7220,2315,118,1
7221,2316,13,2
7222,2316,108,2
7223,2316,119,2
7224,2316,128,2
7225,2317,26,1
7226,2317,135,2
7227,2318,54,3
7228,2318,60,1
7229,2319,27,1
7230,2319,4,2
7231,2320,17,2
7232,2320,49,2
7233,2320,67,3
7234,2320,68,3
7235,2321,5,2
7236,2321,24,3
7237,2321,85,3
7238,2321,106,2
7239,2322,97,3
7240,2322,110,3
7241,2323,11,3
7242,2323,97,1
7243,2324,121,1
7244,2324,97,3
7245,2324,24,2
7246,2324,58,3
7247,2325,61,2
7248,2325,96,3
7249,2325,142,1
7250,2326,83,3
7251,2326,111,2
7252,2327,6,3
7253,2327,108,1
7254,2328,135,1
7255,2328,32,2
7256,2328,116,2
7257,2328,137,1
7258,2329,92,2
7259,2329,71,3
7260,2329,9,1
7261,2329,69,1
7262,2330,46,1
7263,2330,66,1
7264,2330,141,2
7265,2331,85,2
7266,2331,26,1
7267,2332,31,2
7268,2332,46,3
7269,2332,5,3
7270,2332,87,1
7271,2333,55,3
7272,2333,29,3
7273,2334,37,2
7274,2334,86,3
7275,2335,36,2
7276,2335,113,1
7277,2336,5,1
7278,2336,106,1
7279,2336,119,3
7280,2337,33,3
7281,2337,35,3
7282,2337,42,3
7283,2338,75,1
7284,2338,131,2
7285,2338,1,1
7286,2339,14,2
7287,2339,33,3
7288,2340,24,3
7289,2340,46,1
7290,2340,108,3
7291,2341,113,3
7292,2341,150,1
7293,2342,2,3
7294,2342,89,1
7295,2342,108,2
7296,2343,35,1
7297,2343,69,2
7298,2344,67,2
7299,2344,62,3
7300,2344,12,3
7301,2344,24,2
7302,2345,12,1
7303,2345,26,1
7304,2345,45,3
7305,2346,136,1
7306,2346,138,2
7307,2347,54,3
7308,2347,56,3
7309,2347,64,1
7310,2347,65,1
7311,2348,75,2
7312,2348,119,1
7313,2348,22,1
7314,2349,24,2
7315,2349,92,2
7316,2349,97,3
7317,2349,99,1
7318,2350,47,2
7319,2350,91,1
7320,2350,135,2
7321,2351,24,3
7322,2351,44,1
7323,2351,9,1
7324,2352,87,2
7325,2352,91,3
7326,2352,46,2
7327,2352,53,2
7328,2353,107,3
7329,2353,31,2
7330,2353,30,3
7331,2354,39,2
7332,2354,65,1
7333,2354,100,1
7334,2354,116,3
7335,2355,30,2
7336,2355,79,2
7337,2356,13,2
7338,2356,16,3
7339,2356,24,1
7340,2356,122,3
7341,2357,105,3
7342,2357,67,2
7343,2357,56,1
7344,2357,24,2
7345,2358,33,1
7346,2358,49,3
7347,2359,37,3
7348,2359,69,1
7349,2359,94,3
7350,2360,7,1
7351,2360,31,1
7352,2361,33,3
7353,2361,37,3
7354,2361,101,1
7355,2361,107,3
7356,2362,131,3
7357,2362,24,1
7358,2363,5,1
7359,2363,44,2
7360,2363,81,3
7361,2364,16,2
7362,2364,65,2
7363,2365,10,1
7364,2365,37,1
7365,2365,113,2
7366,2365,119,3
7367,2366,85,2
7368,2366,97,1
7369,2367,110,1
7370,2367,117,1
7371,2367,103,1
7372,2367,75,2
7373,2368,22,2
7374,2368,97,2
7375,2368,119,3
7376,2368,122,3
7377,2369,79,1
7378,2369,97,2
7379,2370,18,3
7380,2370,54,1
7381,2370,66,3
7382,2371,61,2
7383,2371,134,2
7384,2372,71,2
7385,2372,45,2
7386,2372,21,1
7387,2372,13,1
7388,2373,15,2
7389,2373,28,3
7390,2373,58,3
7391,2373,131,3
7392,2374,8,3
7393,2374,46,3
7394,2374,147,3
7395,2375,24,1
7396,2375,55,1
7397,2376,34,1
7398,2376,97,3
7399,2376,114,2
7400,2377,140,1
7401,2377,125,2
7402,2377,44,3
7403,2377,108,2
7404,2378,34,1
7405,2378,38,2
7406,2378,105,3
7407,2378,106,3
7408,2379,78,2
7409,2379,97,3
7410,2380,145,2
7411,2380,3,1
7412,2380,120,3
7413,2380,135,1
7414,2381,137,1
7415,2381,58,1
7416,2382,67,2
7417,2382,95,2
7418,2382,99,1
7419,2382,132,3
7420,2383,2,1
7421,2383,3,2
7422,2383,119,3
7423,2384,24,3
7424,2384,34,3
7425,2385,114,2
7426,2385,126,3
7427,2385,24,3
7428,2385,97,3
7429,2386,13,1
7430,2386,24,3
7431,2386,54,2
7432,2387,27,1
7433,2387,33,2
7434,2387,90,2
7435,2388,65,3
7436,2388,145,3
7437,2389,75,1
7438,2389,88,1
7439,2389,116,1
7440,2390,25,2
7441,2390,24,2
7442,2390,13,1
7443,2390,16,2
7444,2391,5,1
7445,2391,119,1
7446,2391,140,2
7447,2392,24,2
7448,2392,97,3
7449,2393,102,1
7450,2393,108,3
7451,2393,117,1
7452,2394,80,2
7453,2394,119,2
7454,2394,141,1
7455,2395,109,2
7456,2395,39,1
7457,2395,101,1
7458,2396,11,3
7459,2396,43,2
7460,2397,32,2
7461,2397,44,1
7462,2397,57,2
7463,2397,58,2
7464,2398,49,1
7465,2398,8,3
7466,2398,19,1
7467,2398,37,3
7468,2399,63,3
7469,2399,57,2
7470,2399,24,2
7471,2400,35,2
7472,2400,42,3
7473,2401,21,2
7474,2401,55,2
7475,2401,119,3
7476,2402,10,3
7477,2402,32,1
7478,2403,1,3
7479,2403,27,2
7480,2403,67,2
7481,2404,82,1
7482,2404,97,2
7483,2404,73,1
7484,2405,70,3
7485,2405,112,2
7486,2405,119,1
7487,2406,108,2
7488,2406,129,1
7489,2407,58,1
7490,2407,65,1
7491,2407,84,1
7492,2408,137,3
7493,2408,4,3
7494,2408,26,2
7495,2408,39,2
7496,2409,97,2
7497,2409,42,3
7498,2410,4,1
7499,2410,46,2
7500,2410,116,1
7501,2410,132,3
7502,2411,14,1
7503,2411,55,3
7504,2411,96,1
7505,2412,51,2
7506,2412,102,1
7507,2412,142,2
7508,2413,131,1
7509,2413,33,3
7510,2414,5,1
7511,2414,35,3
7512,2414,127,1
7513,2415,68,2
7514,2415,137,3
7515,2416,61,1
7516,2416,87,2
7517,2416,130,3
7518,2417,119,2
7519,2417,8,1
7520,2417,24,1
7521,2418,29,1
7522,2418,140,1
7523,2418,10,2
7524,2419,115,3
7525,2419,139,2
7526,2420,43,3
7527,2420,117,2
7528,2421,6,2
7529,2421,16,2
7530,2421,96,2
7531,2422,24,1
7532,2422,129,2
7533,2422,133,2
7534,2423,111,1
7535,2423,24,3
7536,2423,16,3
7537,2424,1,2
7538,2424,70,3
7539,2424,119,1
7540,2424,120,2
7541,2425,26,3
7542,2425,45,1
7543,2425,53,1
7544,2426,27,2
7545,2426,46,2
7546,2426,53,1
7547,2426,82,1
7548,2427,24,3
7549,2427,55,1
7550,2428,64,1
7551,2428,46,1
7552,2428,32,2
7553,2428,5,2
7554,2429,24,3
7555,2429,42,3
7556,2429,52,3
7557,2429,97,1
7558,2430,48,3
7559,2430,108,1
7560,2431,81,2
7561,2431,91,3
7562,2432,120,3
7563,2432,132,3
7564,2432,20,3
7565,2433,52,1
7566,2433,118,2
7567,2433,129,1
7568,2433,151,3
7569,2434,33,3
7570,2434,41,3
7571,2434,95,3
7572,2434,110,3
7573,2435,91,2
7574,2435,69,3
7575,2435,89,2
7576,2435,119,3
7577,2436,96,3
7578,2436,1,1
7579,2437,37,3
7580,2437,67,1
7581,2438,5,3
7582,2438,13,2
7583,2439,13,1
7584,2439,105,3
7585,2439,126,2
7586,2440,40,3
7587,2440,121,1
7588,2441,120,1
7589,2441,111,1
7590,2441,34,2
7591,2442,24,3
7592,2442,27,1
7593,2442,33,1
7594,2442,117,3
7595,2443,35,2
7596,2443,101,3
7597,2444,16,2
7598,2444,27,2
7599,2444,91,2
7600,2445,32,1
7601,2445,58,3
7602,2445,5,3
7603,2446,35,3
7604,2446,136,3
7605,2446,24,2
7606,2446,33,1
7607,2447,1,3
7608,2447,133,2
7609,2448,3,1
7610,2448,55,3
7611,2448,147,2
7612,2449,6,3
7613,2449,81,1
7614,2449,89,3
7615,2450,24,2
7616,2450,28,3
7617,2451,40,3
7618,2451,74,2
7619,2452,123,3
7620,2452,34,2
7621,2452,45,2
7622,2453,22,2
7623,2453,102,2
7624,2454,35,3
7625,2454,96,3
7626,2454,136,2
7627,2454,148,1
7628,2455,14,2
7629,2455,33,3
7630,2455,97,1
7631,2455,113,2
7632,2456,151,3
7633,2456,132,1
7634,2456,28,2
7635,2456,59,1
7636,2457,84,3
7637,2457,111,3
7638,2458,99,1
7639,2458,131,3
7640,2458,136,1
7641,2458,145,1
7642,2459,33,1
7643,2459,90,1
7644,2459,119,3
7645,2460,78,3
7646,2460,142,3
7647,2461,144,2
7648,2461,143,3
7649,2461,1,2
7650,2461,112,3
7651,2462,26,1
7652,2462,47,3
7653,2462,81,1
7654,2462,146,2
7655,2463,133,2
7656,2463,129,2
7657,2463,141,1
7658,2463,5,3
7659,2463,80,1
7660,2464,94,3
7661,2464,144,3
7662,2464,79,1
7663,2464,90,2
7664,2465,80,2
7665,2465,134,2
7666,2465,7,1
7667,2465,65,3
7668,2466,6,2
7669,2466,84,3
7670,2466,107,3
7671,2467,54,3
7672,2467,134,1
7673,2468,4,1
7674,2468,10,2
7675,2468,46,1
7676,2468,67,2
7677,2469,123,3
7678,2469,91,2
7679,2469,39,1
7680,2469,64,2
7681,2470,31,2
7682,2470,47,2
7683,2470,49,2
7684,2470,143,3
7685,2471,11,1
