cust_id,name,phone,address,city,province
247,CV Suwarno,(041) 160-2089,Gg. Abdul Muis No. 44,Depok,Jawa Barat
248,PT Purnawati Megantara Tbk,(046) 973 6567,Gang PHH. Mustofa No. 978,Jakarta Timur,Jakarta
249,Perum Salahudin Budiman Tbk,+62 (079) 080-0693,Gg. Medokan Ayu No. 482,Jakarta Utara,Jakarta
250,PT Saputra Tbk,085 706 2864,Gg. Cihampelas No. 713,Jakarta Utara,Jakarta
251,PT Wacana Suartini,+62 (67) 915 3182,Gang Dipenogoro No. 443,Tangerang,Banten
252,UD Suartini (Persero) Tbk,(0152) 815 0888,Jalan Cihampelas No. 4,Jakarta Barat,Jakarta
253,CV Permadi Tbk,+62 (471) 264-6095,Gg. Abdul Muis No. 9,Bogor,Jawa Barat
254,PD Firmansyah Widiastuti,(0477) 166 6273,Jalan Ciwastra No. 32,Depok,Jawa Barat
255,Perum Januar Jailani,(0663) 415-8760,Gang Cikutra Barat No. 052,Depok,Jawa Barat
256,Perum Usamah Hutapea (Persero) Tbk,+62-81-027-8210,Jalan M.T Haryono No. 3,Jakarta Utara,Jakarta
257,CV Oktaviani Rajasa (Persero) Tbk,0893850467,Gg. Pasteur No. 6,Bekasi,Jawa Barat
258,CV Gunawan,(088) 781 1670,Jalan Monginsidi No. 5,Tangerang,Banten
259,UD Sitompul,+62-0825-044-0947,Jalan Medokan Ayu No. 45,Tangerang,Banten
260,PD Sudiati (Persero) Tbk,+62 (075) 050 7569,Jl. Kiaracondong No. 11,Tangerang,Banten
261,PD Zulkarnain Kusmawati,+62 (025) 671 2809,Gg. Medokan Ayu No. 39,Depok,Jawa Barat
262,PD Wahyudin Tbk,082 069 4233,Gg. Cikapayang No. 459,Tangerang,Banten
263,CV Tarihoran Purnawati,(063) 531 4830,Jl. W.R. Supratman No. 49,Jakarta Timur,Jakarta
264,Perum Tarihoran,+62 (0360) 843 2714,Jalan Indragiri No. 418,Jakarta Barat,Jakarta
265,PT Prasasta,+62 (680) 189 6245,Jl. Bangka Raya No. 413,Jakarta Selatan,Jakarta
266,CV Safitri Rajasa (Persero) Tbk,+62-0217-197-6033,Gg. Cihampelas No. 3,Tangerang Selatan,Banten
267,PD Wahyudin (Persero) Tbk,+62 (91) 243 5290,Jl. Gegerkalong Hilir No. 917,Jakarta Utara,Jakarta
268,PD Lazuardi,+62-982-722-8964,Jl. Suniaraja No. 09,Jakarta Selatan,Jakarta
269,PD Pratama Mayasari (Persero) Tbk,087 398 6705,Gang Ir. H. Djuanda No. 148,Jakarta Timur,Jakarta
270,PT Kusumo Rahmawati (Persero) Tbk,(0932) 560-4490,Gang Kendalsari No. 190,Bekasi,Jawa Barat
271,Perum Hardiansyah,(027) 330-5870,Gg. Rungkut Industri No. 072,Tangerang,Banten
272,PD Namaga,+62 (19) 485 5347,Gg. Surapati No. 2,Jakarta Timur,Jakarta
273,CV Pranowo Andriani,081 039 4360,Jalan Astana Anyar No. 6,Tangerang Selatan,Banten
274,PD Sinaga Dongoran Tbk,+62 (57) 951 2567,Jalan Moch. Ramdan No. 059,Jakarta Utara,Jakarta
275,PD Hidayat Prabowo,(018) 169-9416,Jl. Pasirkoja No. 711,Jakarta Selatan,Jakarta
276,PD Maryati,+62 (0780) 268-6798,Gg. Kendalsari No. 77,Bogor,Jawa Barat
277,PT Budiyanto Tbk,(072) 512-3438,Gang K.H. Wahid Hasyim No. 5,Jakarta Timur,Jakarta
278,Perum Mulyani Kusumo (Persero) Tbk,+62 (092) 637 5421,Jalan HOS. Cokroaminoto No. 02,Jakarta Timur,Jakarta
279,PD Waskita,+62 (29) 866-3536,Gg. Monginsidi No. 20,Jakarta Barat,Jakarta
280,Perum Maheswara Tbk,+62 (031) 025 9150,Jalan BKR No. 66,Jakarta Timur,Jakarta
281,Perum Maheswara (Persero) Tbk,(0042) 285 2920,Gg. Pacuan Kuda No. 15,Jakarta Barat,Jakarta
282,Perum Irawan,+62 (16) 067 1131,Jl. BKR No. 29,Jakarta Pusat,Jakarta
283,PT Nasyiah,+62-0669-282-9358,Gg. Kutisari Selatan No. 4,Jakarta Utara,Jakarta
284,PT Saptono,+62 (097) 754 3426,Gg. Tubagus Ismail No. 8,Jakarta Selatan,Jakarta
285,CV Widodo,+62 (0591) 747-3831,Gang Dipenogoro No. 9,Jakarta Barat,Jakarta
286,CV Novitasari Ardianto (Persero) Tbk,084 530 9301,Gg. Kapten Muslihat No. 161,Jakarta Utara,Jakarta
287,Perum Siregar,+62 (0316) 291 4936,Jalan Ir. H. Djuanda No. 7,Jakarta Timur,Jakarta
288,PD Namaga (Persero) Tbk,084 866 5675,Gang Merdeka No. 5,Jakarta Timur,Jakarta
289,Perum Narpati,+62-098-450-8886,Jl. Joyoboyo No. 05,Jakarta Timur,Jakarta
290,Perum Marbun Prakasa (Persero) Tbk,089 256 6504,Jl. Veteran No. 713,Jakarta Selatan,Jakarta
291,PT Kuswandari Mustofa,+62-069-812-4451,Jl. Ciumbuleuit No. 370,Depok,Jawa Barat
292,UD Pranowo Rajata,+62 (0888) 529 9068,Gg. Jayawijaya No. 31,Jakarta Barat,Jakarta
293,UD Prasetyo Natsir,+62 (29) 044-9546,Gang M.H Thamrin No. 538,Bekasi,Jawa Barat
294,PD Palastri Suryono,(070) 693-4148,Gang Dipenogoro No. 49,Bogor,Jawa Barat
295,UD Saefullah (Persero) Tbk,+62-043-950-1823,Jl. Siliwangi No. 4,Jakarta Timur,Jakarta
296,PD Palastri Yulianti,081 616 8538,Jl. Ciumbuleuit No. 707,Jakarta Barat,Jakarta
297,PT Sitorus Sihotang Tbk,+62-96-435-7052,Gang Astana Anyar No. 2,Tangerang,Banten
298,PT Hasanah (Persero) Tbk,+62-58-711-3067,Gang Jayawijaya No. 54,Jakarta Timur,Jakarta
299,PD Palastri (Persero) Tbk,+62-028-204-4361,Jl. Jend. Sudirman No. 0,Jakarta Timur,Jakarta
300,UD Rahimah Andriani,(0077) 416-0884,Jalan Indragiri No. 816,Bekasi,Jawa Barat
301,Perum Permata Halimah,+62 (753) 916-2644,Gang Sentot Alibasa No. 314,Depok,Jawa Barat
302,PD Marpaung Handayani,(008) 032 8048,Jl. Asia Afrika No. 07,Depok,Jawa Barat
303,UD Narpati,+62-800-641-8128,Gang Sadang Serang No. 23,Tangerang Selatan,Banten
304,Perum Hakim (Persero) Tbk,0851094731,Jl. Suryakencana No. 8,Jakarta Timur,Jakarta
305,Perum Januar Uwais (Persero) Tbk,(087) 208 2473,Gang Rumah Sakit No. 297,Bogor,Jawa Barat
306,Perum Tarihoran Sihotang Tbk,(0610) 356 2942,Jalan Suryakencana No. 924,Tangerang,Banten
307,PD Halim Ardianto (Persero) Tbk,0813693979,Gang Abdul Muis No. 1,Jakarta Utara,Jakarta
308,PT Pudjiastuti Marpaung (Persero) Tbk,+62 (079) 073-8684,Gang Waringin No. 02,Jakarta Utara,Jakarta
309,UD Rajasa,+62-0724-457-9001,Gg. M.H Thamrin No. 99,Bekasi,Jawa Barat
310,PD Simanjuntak Tbk,+62-113-162-3687,Gg. Rajawali Timur No. 95,Jakarta Utara,Jakarta
311,PD Winarsih,+62 (50) 557-3431,Jl. Ronggowarsito No. 775,Jakarta Utara,Jakarta
312,UD Wijaya Lazuardi (Persero) Tbk,(046) 217 5479,Gang Ciumbuleuit No. 106,Jakarta Timur,Jakarta
313,CV Handayani Prastuti,+62 (826) 806 8013,Jl. Ahmad Dahlan No. 848,Jakarta Barat,Jakarta
314,CV Usamah Wasita (Persero) Tbk,(0097) 726-0640,Jalan Asia Afrika No. 073,Jakarta Barat,Jakarta
315,CV Saragih Tbk,(033) 641 2041,Gg. Suryakencana No. 8,Jakarta Barat,Jakarta
316,Perum Anggraini,+62-834-786-1910,Jl. Pasir Koja No. 0,Tangerang Selatan,Banten
317,PD Astuti Anggraini (Persero) Tbk,+62 (0978) 856-1127,Gg. Abdul Muis No. 710,Tangerang,Banten
318,CV Gunarto Kurniawan Tbk,0805739373,Jl. Indragiri No. 188,Jakarta Timur,Jakarta
319,PT Laksita Wahyudin (Persero) Tbk,089 040 2894,Gg. Moch. Ramdan No. 8,Jakarta Timur,Jakarta
320,UD Puspita (Persero) Tbk,+62-0872-639-4879,Gang Moch. Ramdan No. 2,Bogor,Jawa Barat
321,PD Utama Palastri (Persero) Tbk,+62 (99) 154-1821,Jl. Kutisari Selatan No. 6,Jakarta Pusat,Jakarta
322,Perum Oktaviani Halimah Tbk,+62 (0044) 468-0573,Jalan Kapten Muslihat No. 50,Bekasi,Jawa Barat
323,Perum Rajata (Persero) Tbk,+62 (99) 717 9310,Jalan Ciumbuleuit No. 202,Jakarta Barat,Jakarta
324,PD Nugroho Kusumo (Persero) Tbk,+62-044-057-5735,Jalan PHH. Mustofa No. 066,Jakarta Timur,Jakarta
325,CV Hariyah,+62 (0644) 180 4495,Jl. Cikutra Timur No. 064,Jakarta Utara,Jakarta
326,PT Melani Tbk,+62 (503) 382-6416,Jl. PHH. Mustofa No. 82,Depok,Jawa Barat
327,CV Astuti Latupono (Persero) Tbk,+62-028-351-5825,Gang Ir. H. Djuanda No. 58,Tangerang,Banten
328,UD Firmansyah Suwarno (Persero) Tbk,+62-14-504-6092,Jalan Surapati No. 4,Depok,Jawa Barat
329,PT Hastuti Widodo,+62 (051) 584 2369,Jl. Rungkut Industri No. 0,Jakarta Barat,Jakarta
330,Perum Thamrin,(0090) 459 4840,Jalan Pasirkoja No. 07,Tangerang,Banten
331,PT Latupono Mulyani,+62 (0311) 053 5444,Gang K.H. Wahid Hasyim No. 96,Jakarta Selatan,Jakarta
332,UD Astuti (Persero) Tbk,(090) 524 8495,Gg. Antapani Lama No. 0,Jakarta Timur,Jakarta
333,CV Waskita Tamba,(0775) 351 1169,Gg. Kebonjati No. 094,Jakarta Selatan,Jakarta
334,Perum Mansur,+62 (34) 319-9936,Jl. Jend. Sudirman No. 4,Jakarta Utara,Jakarta
335,PT Lestari,+62-49-317-2709,Jalan Ronggowarsito No. 8,Bogor,Jawa Barat
336,CV Mulyani Laksita,+62 (0456) 242 9467,Jalan Pasirkoja No. 825,Jakarta Pusat,Jakarta
337,UD Budiman,+62-33-758-9008,Gang Bangka Raya No. 20,Jakarta Selatan,Jakarta
338,PT Siregar,+62-0434-565-5993,Gg. Rajiman No. 1,Jakarta Selatan,Jakarta
339,UD Kusmawati Tbk,+62 (74) 930 0591,Gang Veteran No. 14,Jakarta Timur,Jakarta
340,CV Waskita,+62-072-426-3545,Gg. Pasteur No. 023,Jakarta Barat,Jakarta
341,Perum Simbolon Samosir Tbk,+62 (533) 761-1712,Gang Ir. H. Djuanda No. 28,Jakarta Selatan,Jakarta
342,PT Zulaika Hakim,0802399074,Jalan KH Amin Jasuta No. 584,Bogor,Jawa Barat
343,UD Jailani,(0975) 495 8991,Jl. Kutisari Selatan No. 627,Bogor,Jawa Barat
344,Perum Laksmiwati Iswahyudi,+62-437-529-0667,Jalan Suniaraja No. 581,Jakarta Selatan,Jakarta
345,UD Kusmawati,(012) 648-1186,Jalan Dipatiukur No. 68,Jakarta Timur,Jakarta
346,Perum Zulaika Tbk,(0528) 146 1829,Jalan Indragiri No. 905,Tangerang,Banten
347,CV Riyanti (Persero) Tbk,(0509) 276-3018,Jalan Waringin No. 27,Depok,Jawa Barat
348,UD Nasyidah (Persero) Tbk,+62-0820-524-8163,Jl. Ciumbuleuit No. 7,Jakarta Barat,Jakarta
349,UD Hutapea Pratiwi (Persero) Tbk,+62 (0306) 712 6110,Gang Ir. H. Djuanda No. 097,Depok,Jawa Barat
350,PD Puspita,+62 (093) 122 4678,Gg. Indragiri No. 129,Jakarta Timur,Jakarta
351,Perum Nurdiyanti,+62-36-183-4437,Gg. Veteran No. 32,Jakarta Barat,Jakarta
352,UD Mulyani Rahayu,+62 (94) 198 6259,Gang Erlangga No. 293,Jakarta Barat,Jakarta
353,Perum Permata Hidayanto,+62-55-638-9419,Gg. Monginsidi No. 3,Tangerang,Banten
354,PT Nasyidah,(0405) 408-1517,Gang Pelajar Pejuang No. 9,Jakarta Selatan,Jakarta
355,PT Uyainah Budiyanto (Persero) Tbk,0843214298,Gg. Siliwangi No. 9,Tangerang Selatan,Banten
356,UD Dongoran Prasasta,(0654) 727 9846,Gang Otto Iskandardinata No. 07,Jakarta Pusat,Jakarta
357,CV Dabukke (Persero) Tbk,(072) 622 9272,Jl. PHH. Mustofa No. 14,Jakarta Timur,Jakarta
358,PD Pranowo Manullang,(021) 824-5919,Gang Merdeka No. 0,Bogor,Jawa Barat
359,Perum Puspita Tamba,(0112) 563-7623,Gg. Kutai No. 97,Depok,Jawa Barat
360,PD Namaga Tbk,(039) 040 4436,Gg. Gegerkalong Hilir No. 742,Bekasi,Jawa Barat
361,UD Wastuti,081 471 2468,Jalan Joyoboyo No. 976,Jakarta Utara,Jakarta
362,PT Tampubolon Iswahyudi,(0825) 179 4082,Jl. Kutai No. 096,Jakarta Selatan,Jakarta
363,UD Puspasari Rajata,+62 (0338) 298-6172,Jl. M.H Thamrin No. 407,Jakarta Pusat,Jakarta
364,CV Adriansyah Tbk,+62-46-140-1008,Jl. Siliwangi No. 642,Bekasi,Jawa Barat
365,UD Setiawan (Persero) Tbk,(0812) 626 0631,Jl. M.T Haryono No. 6,Bekasi,Jawa Barat
366,PT Jailani Hariyah Tbk,0802101340,Gg. Moch. Ramdan No. 40,Tangerang Selatan,Banten
367,Perum Anggraini,(0802) 586-2932,Jalan Ciwastra No. 0,Tangerang,Banten
368,UD Hakim Firgantoro,(0076) 483 0433,Jalan Kendalsari No. 91,Bekasi,Jawa Barat
369,PD Prayoga Suryatmi,+62 (070) 184-3012,Gang Yos Sudarso No. 13,Jakarta Utara,Jakarta
370,CV Pudjiastuti Yulianti,+62-0726-174-7837,Jl. Cikapayang No. 396,Jakarta Utara,Jakarta
371,PD Maheswara Tarihoran Tbk,+62 (88) 662 6847,Jalan Sukajadi No. 8,Depok,Jawa Barat
372,Perum Palastri Tbk,0880565107,Gg. Suniaraja No. 49,Jakarta Utara,Jakarta
373,PT Hasanah,+62 (082) 031-0373,Gg. Cihampelas No. 863,Jakarta Pusat,Jakarta
374,UD Firmansyah Nurdiyanti,+62 (0904) 079 4653,Gang Sukabumi No. 083,Jakarta Utara,Jakarta
375,PT Saefullah Tbk,(080) 663-1494,Gang KH Amin Jasuta No. 3,Jakarta Utara,Jakarta
376,CV Halim Prastuti,+62 (0139) 060 8167,Jalan Kebonjati No. 32,Bekasi,Jawa Barat
377,Perum Prasasta,+62 (015) 875-9542,Jalan Tebet Barat Dalam No. 3,Jakarta Timur,Jakarta
378,PT Suwarno,+62-70-582-7942,Gang Abdul Muis No. 95,Jakarta Selatan,Jakarta
379,CV Oktaviani Tbk,+62 (0668) 534-6816,Jalan Raya Ujungberung No. 135,Jakarta Selatan,Jakarta
380,CV Yuliarti Usada,+62-031-705-0435,Gg. K.H. Wahid Hasyim No. 620,Tangerang,Banten
381,UD Wijaya Tbk,(0328) 481-1857,Gg. Dipenogoro No. 766,Bogor,Jawa Barat
382,PT Hartati Padmasari,0852266729,Jalan Veteran No. 88,Jakarta Barat,Jakarta
383,UD Yuniar Budiman,(0210) 437 2692,Jalan Setiabudhi No. 4,Depok,Jawa Barat
384,CV Siregar Suryono Tbk,+62-0572-851-5725,Gang Cihampelas No. 62,Jakarta Barat,Jakarta
385,CV Mandasari Tbk,(067) 296 9671,Gang Surapati No. 52,Tangerang Selatan,Banten
386,UD Hidayat Wasita,(0934) 185-3848,Gang Bangka Raya No. 0,Tangerang,Banten
387,UD Napitupulu Tbk,0895077218,Gang Ahmad Dahlan No. 289,Bekasi,Jawa Barat
388,PT Natsir Pratiwi,+62 (54) 819-5147,Gg. Sentot Alibasa No. 38,Bekasi,Jawa Barat
389,UD Laksita Nainggolan,(026) 293-7910,Jalan Ronggowarsito No. 50,Bogor,Jawa Barat
390,PT Wasita,+62-0040-327-0648,Gang HOS. Cokroaminoto No. 652,Bekasi,Jawa Barat
391,PD Wijaya Tbk,+62 (34) 315 4643,Gang Rajiman No. 1,Depok,Jawa Barat
392,PT Mulyani (Persero) Tbk,(031) 235 3755,Jalan K.H. Wahid Hasyim No. 3,Jakarta Selatan,Jakarta
393,PD Wastuti Tbk,0807256314,Gang Erlangga No. 7,Jakarta Barat,Jakarta
394,Perum Saefullah,(058) 092 3423,Gang Gegerkalong Hilir No. 8,Tangerang Selatan,Banten
395,UD Widodo Rahimah (Persero) Tbk,+62-32-744-8627,Jl. Ahmad Yani No. 90,Bekasi,Jawa Barat
396,PT Aryani Nuraini Tbk,+62 (044) 025-2843,Jl. Cempaka No. 148,Jakarta Barat,Jakarta
397,Perum Hassanah,+62 (041) 123-8825,Gang Setiabudhi No. 067,Bekasi,Jawa Barat
398,UD Andriani Wibowo,(068) 099-4702,Jl. Monginsidi No. 69,Jakarta Timur,Jakarta
399,Perum Sitorus Suryono,+62 (716) 891 4637,Jl. Moch. Ramdan No. 1,Tangerang Selatan,Banten
400,CV Laksita Usada (Persero) Tbk,+62 (0395) 644-3856,Jalan W.R. Supratman No. 676,Depok,Jawa Barat
401,UD Astuti Yuliarti (Persero) Tbk,0829381177,Gang Yos Sudarso No. 9,Bekasi,Jawa Barat
402,PD Hutasoit Puspita Tbk,081 088 8673,Gg. Gegerkalong Hilir No. 19,Tangerang,Banten
403,PD Rahmawati Situmorang,+62 (065) 885-7184,Jl. Raya Ujungberung No. 764,Jakarta Utara,Jakarta
404,Perum Prayoga Usamah Tbk,+62-099-304-0401,Jalan K.H. Wahid Hasyim No. 87,Jakarta Selatan,Jakarta
405,CV Mustofa Hidayanto,0893302971,Jalan M.T Haryono No. 9,Jakarta Barat,Jakarta
406,Perum Maheswara Manullang,+62 (546) 914 0553,Gg. Jakarta No. 375,Jakarta Pusat,Jakarta
407,PT Astuti Saefullah,+62-771-684-2555,Jalan Pasteur No. 701,Jakarta Utara,Jakarta
408,UD Permadi (Persero) Tbk,+62-019-020-2535,Jl. Ahmad Yani No. 4,Depok,Jawa Barat
409,Perum Marpaung Setiawan,+62 (0345) 532 7604,Jl. Stasiun Wonokromo No. 23,Depok,Jawa Barat
410,PT Napitupulu Wibisono,+62 (049) 809 3052,Gang HOS. Cokroaminoto No. 554,Jakarta Timur,Jakarta
411,PT Permata Farida Tbk,+62 (78) 661-8088,Jl. Kendalsari No. 714,Jakarta Timur,Jakarta
412,PD Hidayat Tbk,0830405526,Gang Sukabumi No. 5,Bekasi,Jawa Barat
413,CV Budiyanto,(0992) 310-8067,Gg. Kebonjati No. 9,Jakarta Utara,Jakarta
414,PT Putra Tbk,+62 (92) 218-3601,Gg. Asia Afrika No. 841,Tangerang,Banten
415,CV Astuti Simbolon (Persero) Tbk,0856720829,Jl. R.E Martadinata No. 9,Jakarta Selatan,Jakarta
416,PT Pratama,+62 (0974) 395-8970,Gang Dipatiukur No. 82,Jakarta Timur,Jakarta
417,CV Mansur Hartati (Persero) Tbk,+62 (04) 654-2529,Jalan PHH. Mustofa No. 1,Bekasi,Jawa Barat
418,UD Yolanda,+62 (0501) 124-3046,Jl. Gardujati No. 13,Jakarta Utara,Jakarta
419,PD Maulana Mardhiyah Tbk,+62 (324) 600-2839,Gang Ir. H. Djuanda No. 9,Jakarta Utara,Jakarta
420,Perum Hakim Tbk,+62 (097) 138-4499,Jl. Sukabumi No. 3,Jakarta Timur,Jakarta
421,CV Sihombing (Persero) Tbk,+62 (37) 656 9683,Jalan Surapati No. 81,Jakarta Barat,Jakarta
422,UD Wijaya Lestari,089 461 2794,Gg. Ciwastra No. 31,Depok,Jawa Barat
423,Perum Prasetyo,+62 (579) 163-5359,Jalan Astana Anyar No. 656,Tangerang,Banten
424,UD Mayasari Uyainah,086 864 5058,Jalan Cempaka No. 15,Tangerang,Banten
425,CV Mangunsong Nasyidah Tbk,+62-35-422-9726,Gg. Cihampelas No. 5,Jakarta Selatan,Jakarta
426,UD Adriansyah Utama,0848100807,Gg. S. Parman No. 9,Bogor,Jawa Barat
427,PT Hasanah Napitupulu Tbk,+62-0123-829-1081,Gang Cikutra Barat No. 509,Jakarta Timur,Jakarta
428,UD Firgantoro,+62 (0305) 302 0654,Gang Pasir Koja No. 46,Tangerang Selatan,Banten
429,PT Pudjiastuti Tbk,+62-94-478-8752,Gg. Medokan Ayu No. 152,Jakarta Timur,Jakarta
430,CV Saptono,+62-037-346-1095,Jl. Bangka Raya No. 0,Jakarta Utara,Jakarta
431,PT Mangunsong,+62 (71) 738-1962,Gg. Rungkut Industri No. 59,Jakarta Barat,Jakarta
432,CV Halim Firmansyah,+62 (038) 973 0445,Gang Waringin No. 33,Jakarta Selatan,Jakarta
433,PD Jailani Palastri Tbk,+62-015-946-6564,Jl. Suryakencana No. 9,Jakarta Utara,Jakarta
434,PD Salahudin,+62-0211-262-2888,Jalan Asia Afrika No. 06,Tangerang Selatan,Banten
435,Perum Mahendra,(083) 371 7723,Jalan Laswi No. 738,Tangerang Selatan,Banten
436,UD Yulianti Firmansyah (Persero) Tbk,+62 (72) 218 3082,Gang Cikutra Timur No. 45,Jakarta Selatan,Jakarta
437,PD Tampubolon Hutapea,(072) 051 5812,Gg. Ahmad Yani No. 2,Jakarta Barat,Jakarta
438,UD Kuswandari Tbk,+62-725-780-9714,Jl. Rajawali Timur No. 229,Jakarta Timur,Jakarta
439,CV Hardiansyah,+62 (0900) 850-2201,Gg. Kendalsari No. 6,Jakarta Timur,Jakarta
440,CV Mustofa Waskita,+62 (31) 371-1114,Jalan Joyoboyo No. 88,Bekasi,Jawa Barat
441,CV Budiyanto Waskita,+62 (05) 862 9119,Gang Tubagus Ismail No. 7,Jakarta Barat,Jakarta
442,CV Safitri,+62 (011) 978-5202,Jl. Lembong No. 921,Depok,Jawa Barat
443,CV Waskita Kuswoyo (Persero) Tbk,+62-036-025-1226,Jl. Peta No. 475,Tangerang Selatan,Banten
444,PT Putra Siregar Tbk,+62-020-073-2906,Gang Gegerkalong Hilir No. 272,Jakarta Barat,Jakarta
445,PD Wahyuni Adriansyah,+62 (043) 728 4403,Jl. Ronggowarsito No. 687,Tangerang,Banten
446,CV Hidayat Ardianto Tbk,+62 (0467) 491 4115,Gg. Pasir Koja No. 3,Jakarta Timur,Jakarta
447,CV Hutagalung (Persero) Tbk,+62 (20) 363 1381,Jalan Raya Setiabudhi No. 736,Jakarta Selatan,Jakarta
448,UD Pratama Maryati (Persero) Tbk,+62 (007) 305-4279,Gg. Otto Iskandardinata No. 685,Tangerang,Banten
449,PD Pranowo (Persero) Tbk,(0939) 007 1240,Gg. Asia Afrika No. 94,Tangerang Selatan,Banten
450,Perum Simanjuntak Mulyani,+62 (613) 469-0359,Jalan Veteran No. 260,Bekasi,Jawa Barat
451,PT Dongoran Adriansyah Tbk,(080) 908-5055,Jl. Rungkut Industri No. 402,Jakarta Selatan,Jakarta
452,PT Pranowo Prastuti Tbk,082 270 7218,Gg. Moch. Ramdan No. 99,Depok,Jawa Barat
453,PT Hutasoit Laksmiwati (Persero) Tbk,(0974) 776 3139,Jl. Rajawali Barat No. 6,Bekasi,Jawa Barat
454,PD Tarihoran Tbk,089 328 3628,Jl. Gardujati No. 44,Depok,Jawa Barat
455,PT Januar Padmasari Tbk,+62-057-837-2563,Jalan Cikutra Barat No. 9,Depok,Jawa Barat
456,PT Waskita Halim,+62 (081) 186 6917,Jl. PHH. Mustofa No. 38,Tangerang,Banten
457,Perum Farida,+62 (087) 780-7884,Gg. Kutai No. 5,Bekasi,Jawa Barat
458,Perum Suryono,084 301 9763,Gang Gegerkalong Hilir No. 556,Jakarta Barat,Jakarta
459,PD Sitompul,081 182 2913,Gang Jend. A. Yani No. 32,Bekasi,Jawa Barat
460,PD Utami (Persero) Tbk,081 515 0045,Jalan Lembong No. 1,Jakarta Selatan,Jakarta
461,CV Putra,+62-082-608-0175,Gang Cihampelas No. 91,Bekasi,Jawa Barat
462,UD Usada Prakasa (Persero) Tbk,+62 (377) 116-5013,Jl. BKR No. 644,Jakarta Barat,Jakarta
463,PT Nashiruddin Prabowo (Persero) Tbk,0809162630,Gang Peta No. 59,Bekasi,Jawa Barat
464,Perum Tampubolon Lailasari,+62 (0098) 076 1906,Gang Cikutra Timur No. 74,Jakarta Barat,Jakarta
465,CV Palastri Palastri,+62-35-435-7006,Gg. Astana Anyar No. 07,Bekasi,Jawa Barat
466,PD Aryani Najmudin (Persero) Tbk,+62 (425) 383-2323,Jalan HOS. Cokroaminoto No. 146,Jakarta Utara,Jakarta
467,Perum Hasanah Nuraini Tbk,+62 (480) 962-7859,Gg. Waringin No. 220,Jakarta Utara,Jakarta
468,Perum Wulandari,+62 (095) 717 0694,Jl. HOS. Cokroaminoto No. 034,Depok,Jawa Barat
469,CV Sitorus Ramadan (Persero) Tbk,+62-0740-648-3763,Gg. PHH. Mustofa No. 038,Jakarta Barat,Jakarta
470,Perum Susanti Kusmawati,+62 (011) 592 7959,Jalan Raya Setiabudhi No. 42,Depok,Jawa Barat
471,CV Hutagalung,+62 (0188) 716-7949,Gg. Abdul Muis No. 3,Depok,Jawa Barat
472,PD Purwanti Pradana,+62-17-538-6806,Jl. S. Parman No. 00,Tangerang,Banten
473,PD Melani Nainggolan Tbk,+62 (500) 655-0931,Jl. Gegerkalong Hilir No. 185,Tangerang Selatan,Banten
474,CV Gunawan,+62 (077) 826-3351,Jl. Raya Ujungberung No. 0,Jakarta Pusat,Jakarta
475,PT Tampubolon Kuswoyo,+62 (942) 738 4226,Jl. Monginsidi No. 0,Jakarta Selatan,Jakarta
476,Perum Mustofa Tbk,+62 (091) 187-6010,Gang Abdul Muis No. 367,Bekasi,Jawa Barat
477,PD Zulkarnain (Persero) Tbk,+62 (493) 367 0975,Jl. Surapati No. 17,Depok,Jawa Barat
478,PD Tamba,(0933) 128 1727,Gang Kiaracondong No. 995,Bekasi,Jawa Barat
479,UD Safitri Puspasari (Persero) Tbk,+62 (061) 530 3129,Jl. Lembong No. 8,Tangerang,Banten
480,CV Tamba Lailasari Tbk,+62-0569-410-4934,Gg. Rajawali Barat No. 254,Jakarta Timur,Jakarta
481,UD Utama,(0067) 070 8434,Gg. Rawamangun No. 271,Jakarta Timur,Jakarta
482,UD Ardianto (Persero) Tbk,+62 (99) 931 4133,Jl. Raya Setiabudhi No. 5,Jakarta Selatan,Jakarta
483,CV Januar,(0537) 322-9200,Jalan Ronggowarsito No. 14,Jakarta Timur,Jakarta
484,UD Puspasari Prasasta,+62 (076) 059-3317,Jl. Waringin No. 4,Tangerang Selatan,Banten
485,PD Fujiati,+62-0381-779-3447,Gg. Astana Anyar No. 44,Depok,Jawa Barat
486,PD Sihotang Namaga,+62 (22) 506-4799,Gg. Pelajar Pejuang No. 9,Depok,Jawa Barat
487,Perum Padmasari,(0690) 448 0768,Jalan Siliwangi No. 07,Jakarta Timur,Jakarta
488,PT Sitompul Uyainah,+62 (891) 223 1639,Gg. Rungkut Industri No. 22,Jakarta Selatan,Jakarta
489,Perum Melani Widiastuti Tbk,(0107) 480 8418,Jl. Pacuan Kuda No. 491,Bekasi,Jawa Barat
490,UD Habibi Tbk,+62-69-305-3025,Jalan Yos Sudarso No. 5,Bekasi,Jawa Barat
491,CV Uyainah (Persero) Tbk,+62-967-082-4121,Jalan Pasteur No. 78,Jakarta Utara,Jakarta
492,PT Winarsih Farida Tbk,(0301) 859 4393,Jl. Dr. Djunjunan No. 2,Jakarta Barat,Jakarta
493,Perum Saefullah Santoso (Persero) Tbk,+62 (94) 118 4294,Jl. Moch. Toha No. 8,Tangerang,Banten
494,CV Melani (Persero) Tbk,+62-424-550-7640,Gang Cihampelas No. 700,Jakarta Utara,Jakarta
495,PD Prakasa Puspita,+62-54-454-8327,Jl. Kutai No. 16,Depok,Jawa Barat
